,text,Sarcasm1
1289,Το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/D2Sm3fmG03,OK
1290,ΓΕΡΜΑΝΙΑ: ΜΗΝΥΜΑ ΣΤΟΝ ΣΥΡΙΖΑ – “Οι συμφωνίες δεν αλλάζουν –... http://t.co/2q1kUQpZAp,OK
1291,@avgerinosx Αυτό είναι το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/jIM1bu7PUy @FREEDYBRUNA,OK
1292,@avgerinosx Απάντηση του ΥΠΟΙΚ στον ΣΥΡΙΖΑ http://t.co/gK3yT47S7n @bathitweet,OK
1293,@zappasaspa Αυτό είναι το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/KpDyxuTwei @FREEDYBRUNA,OK
1294,@zappasaspa Αυτό είναι το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/Y9Li0Aw1lG @FREEDYBRUNA,OK
1295,Watch #245 Χρυσή Αυγή Πολιτική Επικαιρότητα on @Livestream: http://t.co/HK9z0HmABV,OK
1296,@avgerinosx ΕΚΛΟΓΕΣ 2015 – Όλο τo ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/aOXsQo4SHD @FREEDYBRUNA,OK
1297,. @freedybruna ΕΚΛΟΓΕΣ 2015 – Όλο τo ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/qddDQn3hPE @zappasaspa,OK
1298,Το πρόγραμα του σύριζα λέει ότι θα κατεβάσουμε τις εικόνες και στη θέση τους θα μπουν ανάποδοι σταυροί και νεκροκεφαλες Αντώνης Σαμαράς,Sarcastic
1299,είναι τόσο στριμωγμένα τα πράγματα από τα ονόματα της ΝΔ στην Β Αθήνας που δεν θα εντυπωσιαστώ αν κάποιοι προσγειώσουν ουφο στο Περιστέρι,Sarcastic
1300,Το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ | Patrisnews http://t.co/RdHaUE6ml5,OK
1301,Το ψηφοδέλτιο επικρατείας του ΠΑΣΟΚ http://t.co/xGEE1DGsjl  @ekriti,OK
1302,Ζητάνε άρση ασυλίας ευρωβουλευτή του ΚΚΕ http://t.co/Z3UWurA5jw,OK
1303,New York Times: Αν ο ΣΥΡΙΖΑ χάσει χρόνο στη διαπραγμάτευση η χώρα θα ματώσει από την εκροή καταθέσεων  http://t.co/O3vkRsmZ5k,OK
1304,ΤΡΙΤΟ ΚΟΜΜΑ ΒΛΕΠΕΙ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ Ο ΜΙΧΑΛΟΛΙΑΚΟΣ http://t.co/LBySF2Kh0w,OK
1305,http://t.co/jJaoeupdW5 #GR: Ποια ονόματα «παίζουν» για το Επικράτειας του ΠΑΣΟΚ - In.gr,OK
1306,Ο Φλωρίδης επικεφαλής στο Επικρατείας του ΠΑΣΟΚ http://t.co/GwcwCovymr,OK
1307,"βιβετα Στο 1,9% το προβάδισμα του ΣΥΡΙΖΑ σύμφωνα με νέα δημοσκόπηση http://t.co/B6KJs8mOlK http://t.co/cCscGXZTG1",OK
1308,Προβάδισμα ΣΥΡΙΖΑ σε νέα δημοσκόπηση http://t.co/VHRoliJ35Y #Πολιτικη,OK
1309,Το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ - http://t.co/xB51qTQNCf http://t.co/JQ7rDv5FxK,OK
1310,@freedybruna Κι ένα σχόλιο για το συνοικέσιο ΣΥΡΙΖΑ – Τρεμόπουλου http://t.co/Mw1ZoF8XYS @damalakes,OK
1311,Στη δημοσιότητα τα ονόματα των υποψηφίων του ΛΑ.Ο.Σ:   Στη δημοσιότητα έδωσε το ΛΑΟΣ τα ονόματα των υποψηφίων ... http://t.co/JPAp9FojKn,OK
1312,Είδα στην τηλεόραση το προεκλογικό σποτ της ΝΔ και εκτίμησα της διαφημίσεις του Jumbo,Sarcastic
1313,#Kpolitics Τα ονόματα του ψηφοδελτίου Επικρατείας του ΠΑΣΟΚ http://t.co/SNJg6hMXJc,OK
1314,ΝΔ - ΣΥΡΙΖΑ: Εγγυώνται ότι ο λαός θα συνεχίσει να πληρώνει το χρέος http://t.co/PEToZfB5JG,OK
1315,"@avgerinosx Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 1,9% http://t.co/dmyiwXcN2o @FREEDYBRUNA",OK
1316,"@avgerinosx Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 1,9% http://t.co/qxvL3smoGO @bathitweet",OK
1317,"@zappasaspa Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 1,9% http://t.co/1oILzygH2D @FREEDYBRUNA",OK
1318,Υπουργείο Οικονομικών: Δεν χαϊδεύει αυτιά ο Γκίκας Χαρδούβελης: Απάντηση στις κατηγορίες του ΣΥΡΙΖΑ δίνει το… http://t.co/SJfbh1rhlJ,OK
1319,ΔΟΒΗΤΕΣ: Η ΑΠΡΟΣΚΥΝΗΤΗ ΦΥΛΗ: ΔΕΙΤΕ ΤΟ ΠΡΟΕΚΛΟΓΙΚΟ ΣΠΟΤ ΤΩΝ ΑΝΕΛ http://t.co/zlGdsz0z6E,OK
1320,Το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ: Στο ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ - Δημοκρατική… http://t.co/OFIPh3ko4f,OK
1321,Θα σας στεναχωρήσω ψηφοφόροι της ΝΔ αλλά αν έχετε έστω και ελάχιστο μυαλουδάκι θα πρέπει να καταλάβετε ότι ο... http://t.co/Obdnk3I9wp,Sarcastic
1322,Με γιαυτό φαίνονται απιαστα το μέλλον η ευθύνη η ανάπτυξη κλπ... Τα κρατάει ψηλά το ΠΑΣΟΚ και δεν τα φτάνουμε χαχα       #spot #ekloges2015,Sarcastic
1323,Η Ευρωβουλευτής Κορνήλια Ερνστ από το Γερμανικό Αριστερό Κόμμα Die Linke για το ΣΥΡΙΖΑ και τις επερχόμενες εκλογές… http://t.co/Ht2Izocs7a,OK
1324,Όλα τα αποθεωτικά για τον Τσίπρα και τον ΣΥΡΙΖΑ δημοσιεύματα των ξένων ΜΜΕ http://t.co/yv7sxhmco1,OK
1325,Ο ΣΥΡΙΖΑ έχει ανοίξει ενημερωτικούς λογαριασμούς τουίτερ σε πολλές ευρωπαϊκές χώρες στην τοπική γλώσσα. Έξυπνη κίνηση.,OK
1326,@katergaris @ToPotami και πάλι σύμφωνος αλλα δεν υπάρχει επαφή στα προγράμματα σκέψου και φαντάσου λαφαζανη Τσούκαλη Ραχήλ γουναράδικα ...,Sarcastic
1327,μετα το προεκλογικό σποτ των ανεξάρτητων ελληνων που οδηγαει τραινακι ο καμμενος περιμενω απαντηση ΚΚΕ με playmobil,Sarcastic
1328,Μικρό προβάδισμα ΣΥΡΙΖΑ «δείχνει» νέα δημοσκόπηση http://t.co/EN9QwTgE61,OK
1329,sitestories.blogpsot «Η Χρυσή Αυγή θα είναι τρίτο κόμμα παρά τις πολιτικές διώξεις»:   Τη βεβαιότητα ότι η Χρυ... http://t.co/yf4bdbaBHj,OK
1330,Το ψηφοδέλτιο Επικρατείας με το Ποτάμι http://t.co/ss9NhPg77h,OK
1331,πολιτικά νέα: Τετρασέλιδο του ΚΚΕ για τις εκλογές του Γενάρη http://t.co/D4cudSiIIQ,OK
1332,@freedybruna Εώς και 21 έδρες “βλέπει” ο ΣΥΡΙΖΑ στην Β’ Αθήνας! Γι’ αυτό και βγήκαν τα μεγάλα μαχαί... http://t.co/Q7VrJtnXsH @damalakes,OK
1333,Δήλωση Λαπαβίτσα:Είναι προς τιμήν του ΣΥΡΙΖΑ να δέχεται έντονη κριτική http://t.co/XHvBLK0ViL,OK
1334,Το ψηφοδέλτιο Επικρατείας του ΣΥΡΙΖΑ ‹ eReportaz http://t.co/MG1W8bvUx1,OK
1335,@avgerinosx Το ΠΑΣΟΚ για τον θάνατο του Βασίλη Αγοράστη http://t.co/D1IRYfQwfF @bathitweet,OK
1336,@bathitweet Το ΠΑΣΟΚ για τον θάνατο του Βασίλη Αγοράστη http://t.co/FIzIYCvsLL @damalakes @kali_nda,OK
1337,Στη Γαλλική πρεσβεία αντιπροσωπεία του ΣΥΡΙΖΑ http://t.co/6lTY8GPgQN,OK
1338,@avgerinosx Απάντηση Λαπαβίτσα σε ΝΔ http://t.co/5YMPbLoAGu @FREEDYBRUNA,OK
1339,. @freedybruna Απάντηση Λαπαβίτσα σε ΝΔ http://t.co/JEJZsBVxOJ @zappasaspa,OK
1340,"προ Σύριζα καταργήθηκε δώρο Χριστουγέννων-Πάσχα,επίδομα αδείας @AthDimitriou τώρα με Σύριζα θα καταργηθούν Χριστούγεννα,Πάσχα ο 15αύγουστος;",Sarcastic
1341,"@papadimoulis Κύριε Παπαδημούλη,  ατυχώς, ο ΣΥ.ΡΙΖ.Α. πάσχει από επικοινωνιακό έλλειμμα.  Το σποτάκι είναι άχρωμο και κοινότοπο.",OK
1342,"@adiasistos @ToPotami βάλε στον κουβά 2 Σημίτοπασοκους, 2 νέο-φιλελεδες, 3-4 απολιτικ τεχνοκράτες, μαγείρεμα σε μεγκαλο κανάλι να το κέντρο",Sarcastic
1343,Παρουσιάστηκαν οι υποψήφιοι του ΚΚΕ στο Ηράκλειο Κρήτης (φωτογραφίες)  http://t.co/s18I5rszY9,OK
1344,Ποιοι είναι οι υποψήφιοι του ΣΥΡΙΖΑ στο Επικρατείας http://t.co/pu5XwqAe7Z,OK
1345,ΟΡΓΑΝΩΣΗ ΜΕΛΩΝ ΣΥΡΙΖΑ ΤΡΙΧΩΝΙΔΑΣ:ΕΓΚΑΙΝΙΑ ΓΡΑΦΕΙΩΝ ΣΤΟ ΚΑΙΝΟΥΡΓΙΟ ΑΓΡΙΝΙΟΥ: http://t.co/Cfu59R0jKo,OK
1346,@freedybruna Ο Μανωλης Ζερβάκης με τους ΑΝΕΛ στο Ηράκλειο. http://t.co/ai4Vt7bEWn @damalakes,OK
1347,"The Press Project : Ο ΣΥΡΙΖΑ δεσμεύεται για τις συντάξεις των ομογενών: Ο πρόεδρος του ΣΥΡΙΖΑ, Αλέξη... http://t.co/HPUlawStvG @netakias",OK
1348,Εκλογές 2015: Αυτά είναι τα νέα τηλεοπτικά σποτ της ΝΔ http://t.co/amw16BD9PW,OK
1349,Δέσμευση ΣΥΡΙΖΑ για την ενίσχυση και ανασυγκρότηση του ΕΟΤ - Η Αυγή Online http://t.co/hkhhigwBep via @AvgiOnline,OK
1350,Ντινόπουλος: Ο Κουβέλης πληρώθηκε καλά από τον Τσίπρα: Άμεση ήταν η απάντηση του Αργύρη Ντινόπουλου στη ΔΗΜΑΡ και… http://t.co/zVBU0YjoxO,OK
1351,ΓΙΑ ΤΙΣ ΕΚΛΟΓΕΣ ΞΕΡΟΥΜΕ ΟΛΟΙ ΟΤΙ ΒΓΑΙΝΕΙ ΠΑΝΤΑ ΣΥΡΙΖΑ ΔΗΛΑΔΗ ΤΖΑΜΠΑ ΨΥΦΙΖΟΥΜΕ ΤΟ ΚΑΝΟΥΜΕ ΑΠΛΑ ΓΙΑΤΙ ΠΡΕΠΕΙ,Sarcastic
1352,Μικρό προβάδισμα ΣΥΡΙΖΑ σε νέα δημοσκόπηση http://t.co/V9LiO9pFSt http://t.co/Q3KdlYTkAC,OK
1353,Με Charlie Hebdo και οικονομία τα δύο νέα σποτάκια της ΝΔ http://t.co/p6UGMow45b http://t.co/swDhjx6C9O,OK
1354,νεο κυμα κακοκαιριας. ερχεται ο συριζα και φερνει μαζι του το ρωσικο χειμωνα,Sarcastic
1355,Το Επικρατείας της ΝΔ θα ανακοινωθεί μεσάνυχτα και αμέσως θα μεταμορφωθεί σε κολοκύθα;,Sarcastic
1356,@avgerinosx ΕΚΛΟΓΕΣ 2015: Τα νέα σποτ της ΝΔ μετά το «Πες το στον πατέρα σου» http://t.co/TYByQI7jCg @FREEDYBRUNA,OK
1357,«Έκπληξη» στο ψηφοδέλτιο Επικρατείας της ΝΔ http://t.co/htJvFR6isG http://t.co/xGeaq2UZFw,OK
1358,"Νέους φράχτες ""@neademokratia: το νέο τηλεοπτικό μήνυμα της Νέας Δημοκρατίας με τίτλο «Ψηφίζουμε για να χτίσουμε»  https://t.co/ZxSv2heYDg""",Sarcastic
1359,Σε πορεία αυτοδυναμίας ο ΣΥΡΙΖΑ http://t.co/gaMSO7lhUV,OK
1360,"ΓΙΑΝΝΕΝΑ - Αύριο Το Ποτάμι στον πεζόδρομο της Μιχαήλ Αγγέλου: Περιοδεία στις περιοχές Ανατολής, Κατσικά, Λογγά... http://t.co/wQyx1B6p4P",OK
1361,ΕΚΤΑΚΤΗ ΕΙΔΗΣΗ: Βγαίνει από τον Κορυδαλλό ο Ηλίας Κασιδιάρης! Στα άκρα η κόντρα ΣΥΡΙΖΑ - Χρυσής Αυγής http://t.co/QhBI8OdkTu,OK
1362,"Λαπαβίτσας: Η ΝΔ ζητάει καταφύγιο στη συκοφαντία, στη διαστρέβλωση και στην επιλεκτική ανάγνωση http://t.co/QPwr7Oxsl5",OK
1363,Γ. Παπανδρέου: Ο ΣΥΡΙΖΑ είναι εκτός πραγματικότητας - Θα δημιουργήσει νέες περιπέτειες,OK
1364,«Θα αποκατασταθούν οι συντάξεις των ομογενών»: Ο ΣΥΡΙΖΑ δεσμεύεται να στηρίξει με όλες του τις δυνάμεις τους… http://t.co/c4Yde70rQq,OK
1365,Οταν το ΠΑΣΟΚ μιλάει για ψηφοδέλτιο επικρατείας πόσα τετραγωνικά μέτρα εννοεί πάνω στον χάρτη .,Sarcastic
1366,Εχει πλακα να βγει ο συριζα και να χασουμε monster magnet.,Sarcastic
1367,"Το παιχνίδι δηλώσεων ΣΥΡΙΖΑ, εκπροσώπων δανειστών κ αντιπάλων ΣΥΡΙΖΑ  μοιάζει με μια δύσκολη παρτίδα σκάκι.",Sarcastic
1368,"Νεο σποτ της ΝΔ με πρωτη εικονα πανό Je suis Charlie και πρωτη κουβεντα ""Η Ελλαδα θωρακιζεται"".Απιστευτο,ρε μαλακα.Απιστευτο",Sarcastic
1369,Πολιτική Ομιλία ΣΥΡΙΖΑ με τον Σάββα Ρομπόλη στον Άγιο Κήρυκο - Ικαριακή Ραδιοφωνία http://t.co/GLt2pNZvox,OK
1370,Απάντηση του Κ. Λαπαβίτσα στη ΝΔ (capital.gr) http://t.co/tx1NmKhN1K http://t.co/gwcyEjzfkm,OK
1371,"Δημοσκόπηση Πανεπιστημίου Μακεδονίας: Μπροστά ο ΣΥΡΙΖΑ με 4,5% http://t.co/w4f8dzMXXB",OK
1372,Νέα Δημοκρατία: Το πρόγραμμα του ΣΥΡΙΖΑ είναι στον «αέρα» και το παραδέχονται οι ίδιοι http://t.co/jY05Q8L9E2 http://t.co/zapaNeiwp7,OK
1373,"Ενα, δύο, τρία ΠΑΣΟΚ http://t.co/OEronJFjnu Οι αμοιβάδες αναπαράγονται διά της διχοτόμησης, της διαίρεσης.... http://t.co/NAeLXfnfeH",Sarcastic
1374,"Δημοσκόπηση ΠΑΜΑΚ: Προβάδισμα 4,5% στον ΣΥΡΙΖΑ- Εκτός Βουλής το ΚΙΔΗΣΟ http://t.co/UFJSMiZvEt #Πολιτικη",OK
1375,"Δημοσκόπηση ΠΑ.ΜΑΚ.: Μπροστά με 4,5 μονάδες ο ΣΥΡΙΖΑ http://t.co/kdbTH0vtyI",OK
1376,Παρέμβαση του Υπουργείου Οικονομικών στις εκλογές καταγγέλλει ο ΣΥΡΙΖΑ - ΤΟ ΠΟΝΤΙ http://t.co/nO46uwMJvf,OK
1377,Ευ. Βενιζέλος: Το ΠΑΣΟΚ δεν είναι κυβερνητικός μπαλαντέρ http://t.co/tEjpi6oYxz,OK
1378,"Από 1,8% έως 5,8% η διαφορά στην εκτίμηση σε 3 μετρήσεις: Παν.Μακεδονίας: 4,5% μπροστά ο ΣΥΡΙΖΑ σε σκηνικό σκληρής πόλωσης. POTAMI Ρυθμιστής",OK
1379,Θέλετε να ψηφίσουμε χρυσή αυγή για να ξεβρωμισω? Γιατί βαριέμαι να κάνω μπάνιο. Γλύκα δηλαδή.,Sarcastic
1380,«Στάσου… μύγδαλα» ακούστηκε να φωνάζουν στη Μίκα οι οπαδοί και τα στελέχη της Ν.Δ. http://t.co/guG0aftvO4,Sarcastic
1381,Μου ζήτησαν το παιδί από τη ΝΔ για να παίξει τον Νικόλα στο σποτ. Το έστειλα σκλάβο στο Ντουμπάι. Καλύτερα.,Sarcastic
1382,«Κλειδώνει» το επικρατείας της ΝΔ http://t.co/VPhuYL04Wa,OK
1383,ΜΕ ΠΛΗΡΗ ΣΥΝΔΥΑΣΜΟ ΣΤΗ ΧΙΟ Ο ΛΑΟΣ ΤΟΥ ΚΑΡΑΤΖΑΦΕΡΗ  http://t.co/DhBHJJg7ys,OK
1384,Λέει η Λιάνα ότι με την υπόσχεση @syriza_gr για 751€ θα απολυθούν οι 800-900€ για να προσληφθούν με 751€. Δλδ με τα 1400€ του @KKEGreece τι;,Sarcastic
1385,Τα βρόντηξε και έφυγε από τον ΣΥΡΙΖΑ ο Χάρρυ Κλυνν! Αποχώρησε με αιχμές κατά του Αλέξη Τσίπρα |... http://t.co/OEIOVrfQLD,OK
1386,@ikaros2006 @Dimitris_Delta1 Ικαρε αποθηκευσε απο τωρα κωλοχαρτο..αλλα πολυ..μολις βγει ο συριζα θα το πουλας στην μαυρη  και θα κονομησεις.,Sarcastic
1387,Το ΠΑΣΟΚ δεν είναι «κυβερνητικός μπαλαντέρ» και δεν επιθυμεί οπωσδήποτε να βρεθεί στην κυβέρνηση δήλωσε ο... http://t.co/2ls4VtlOkf,OK
1388,Θεέ μου μόλις είδα το σποτάκι των ΑΝ.ΕΛ.  Ο ΧΡΙΣΤΟΣ ΚΑΙ Η ΠΑΝΑΓΙΑ ΚΑΙ ΟΙ ΠΑΙΔΟΦΙΛΟΙ ΜΑΖΙ   #ekloges2015,Sarcastic
1389,Ο Ντινόπουλος αγόρασε εξ'αιτίας του Αλέξη 50εκ. ευρώ σε χαρτί. Εχουν χεστεί πάνω τους στην ΝΔ μάλλον.,Sarcastic
1390,"Μα βάλανε τον κακό Αρχητσοπάνη της ΝΔ που είναι αγράμματος άσχετος μπεκρονταής, να πάει κόντρα στο Βαρουφάκη? Κλαίνε όλα μας τα γίδια #skai",Sarcastic
1391,ο συριζα θα αυξησει τους μισθούς. Το ρίξιμο των τιμών το εκανε ο Γιακουμάτος,Sarcastic
1392,@Lilasta και η δημ.αρ. κυρία;θελει περισσότερα;γιατί κυρία;γιατί;,Sarcastic
1393,Σε αυτή την ιστορική στιγμή που ο λαός δίνει στην αριστερά τόσο κρίσιμο ρόλο είναι αδιανόητο το ΚΚΕ να απέχει #tsipras #enikos #ekloges2015,OK
1394,Ένα ΠΑΣΟΚ πακέτο θα ήθελα,Sarcastic
1395,Οργή στη ΔΗΜΑΡ για τις δηλώσεις Ντινόπουλου http://t.co/TDi58Phgh2 @tganews,OK
1396,Τσίπρας: Τα ψηφοδέλτια του ΣΥΡΙΖΑ είναι ανανεωμένα σε ποσοστό άνω του 50%,OK
1397,#enikos @enikos_gr @NChatzinikolaou ποια η θεση του ΣΥΡΙΖΑ για την συμφωνία δεσμά socar; Η συμφωνία ειναι συνδεδεμένη με τον αγωγό TAP,OK
1398,. @freedybruna ΕΚΛΟΓΕΣ 2015 – Καμμένος: Το δίλημμα των εκλογών είναι αυτοδύναμη κυβέρνηση ΣΥΡΙΖΑ ή... http://t.co/0PVHrmpmLC @zappasaspa,OK
1399,Μπουτάρης: Λάθος ο αποκλεισμός της ΧΑ από την κατανομή του διαφημιστικού χώρου http://t.co/bMTMwvIG7h,OK
1400,"Νταξ αυτό το να ""αρδεύσει ψήφους"" για Ποτάμι του Τσίπρα ήταν τέρμα βλακεία. Πες φιλελεύθερα ντουγάνια ρε να σε καταλάβει ο κόσμος. #enikos",Sarcastic
1401,Σαμαράς - Ο ΣΥΡΙΖΑ θα κατεβάσει τις εικόνες!  http://t.co/mEFku7dm1Y #ekloges #ekloges2015,OK
1402,@pamblo_ το ΚΚΕ εχει παραδεχτει τα λαθη του κ εχει βγαλει 2 συμπερασματα.μπορεις να μου πεις ενα αλλο κομμα που να εχει κανει το ιδιο?,OK
1403,Ενοχλημένη η ΝΔ από δήλωση Κώστα Αρβανίτη: Αποκάλεσε τον πρωθυπουργό ''Μ.....'' (video) http://t.co/mAjCmG1kU2,OK
1404,@pamblo_ αυτο με το 89 το λενε οι πασοκοι πο εξαγνιζονται να γαμανε το λαο 20 χρονια.ναι ωραια ηταν λαθος που το ΚΚΕ εβγαλε απο αδιεξοδο,OK
1405,"ΑΠΟΚΑΛΥΨΗ: Ο επικεφαλής του Επικρατείας του Ποταμιού, δουλεύει στο Μαξίμου! (ΕΓΓΡΑΦΟ) http://t.co/QcvI7qIcDH @ToPotami ή Σαμαρας υποψήφιος;",OK
1406,@zappasaspa Αυτό είναι το ψηφοδέλτιο Επικρατείας της ΝΔ http://t.co/gysBHfK6eX @FREEDYBRUNA,OK
1407,@zappasaspa Αυτό είναι το ψηφοδέλτιο Επικρατείας της ΝΔ http://t.co/7vrmGGmqid @FREEDYBRUNA,OK
1408,Μετακινήσεις ψηφοφόρων προς @syriza_gr σύμφωνα με τους χρήστες του #helpmevote http://t.co/TGn89fcL3L http://t.co/XdG4fXaxvM,OK
1409,. @freedybruna ΕΚΛΟΓΕΣ 2015: Το ψηφοδέλτιο επικρατείας της ΝΔ http://t.co/psOfmbETuq @zappasaspa,OK
1410,ΕΚΛΟΓΕΣ 2015: Το ψηφοδέλτιο επικρατείας της ΝΔ - hellasforce http://t.co/I7PJw0n08m,OK
1411,"Deutsche Bank: Εφικτή μια συμφωνία ΣΥΡΙΖΑ - δανειστών, αν υπάρξουν αμοιβαίες υποχωρήσεις http://t.co/4xJDubFV6n",OK
1412,"Συνεντευξη Τσιπρα με διαφημιση Σαμαρα με ""Νικολα""... Extra διαφημιση για συριζα @NChatzinikolaou",Sarcastic
1413,Η ΝΕ ΣΥΡΙΖΑ Κυκλάδων σας καλεί την Τρίτη 13 Ιανουαρίου στις 07.00 μ.μ. στην αίθουσα της Κοινωφελούς Δημοτικής... http://t.co/gHZxdmGarC,OK
1414,Η παρουσίαση των υποψήφιων βουλευτών του ΣΥΡΙΖΑ της ΠΕ Κοζάνης http://t.co/xNhJ2uzwBw http://t.co/Tg2wT80j0O,OK
1415,Ποιος είναι πλούσιος..Αυτός που έχει καρδιά ΠΑΣΟΚ που κάνει έργα,Sarcastic
1416,"ΧΥΝΩ ΠΡΟΚΕΣ @Arhsx κι όμως είναι υπέρτατος φασίστας, είναι η προσωποποίηση της χυδαιότητας και είναι έμμισθος της ΝΔ @yX__",Sarcastic
1417,Η 12άδα του ψηφοδελτίου Επικρατείας για την Νέα Δημοκρατία http://t.co/c1sA1t7tMc,OK
1418,Το ψηφοδέλτιο Επικρατείας του ΣΥΡΙΖΑ http://t.co/uXU5JqMKuG,OK
1419,Ο πλούτο(ς) το ξέρει οτι θα τον φορολογήσει ο ΣΥΡΙΖΑ ? #enikos @NChatzinikolaou  (Η καραμέλα κάθε πολιτικού). http://t.co/sjcJc0x5Dy,Sarcastic
1420,Μπουτάρης: Λάθος ο αποκλεισμός της ΧΑ από την κατανομή του διαφημιστικού χώρου - http://t.co/u8hFIW7FTl,OK
1421,Η ομιλία του Δημήτρη Κουτσούμπα στην εκδήλωση στο ΣΕΦ γιατα 96 χρόνια του ΚΚΕ και τις εκλογές (VIDEO - ΦΩΤΟ) - 902.gr http://t.co/TB1pWAKPZ8,OK
1422,Με Ηλία Κικίλια και Γιώργο Πεταλωτή το Επικρατείας του ΚΙΔΗΣΟ - News247… http://t.co/PMhNrcRcKd | http://t.co/lyLVQl78m4 #news,OK
1423,Ο ΣΥΡΙΖΑ έχει πρόγραμμα κ στόχους κ ίσως γίνει μια ικανή αστική κυβέρνηση.Δεν είναι καταστροφή για το σύστημα ούτε Ριζοσπαστική αριστερά.,OK
1424,@apostolosz  δηλ στο ΠΑΣΟΚ εκλεβαν ολοι γιδες?,Sarcastic
1425,"Στο ΠΑΣΟΚ κάποτε είχανε λεφτά για ρεκλάμες. Ελικόπτερα, άλογα, κομπάρσοι, της πουτάνας. Τώρα, μόνο σουπεράκια. #metaksy_sas_ta_fagate",Sarcastic
1426,ετοιμάζεται το νέο πασόκ βλέπω,Sarcastic
1427,Βλεποντας το ψηφοδελριο Επικρατειας της ΝΔ αναρωτιεμαι γιατι τους πηρε τοσο πολυ να το κατασρτισουν..  Κριμα. Αλλη μια χαμενη ευκαιρια....,Sarcastic
1428,O ΣΥΡΙΖΑ είναι πατριωτικός με την έννοια ότι είναι με μας και διεθνιστικός με την έννοια ότι δεν υπάρχουν άλλοι. #enikos,Sarcastic
1429,Realmobile.gr - Το ψηφοδέλτιο Επικρατείας της ΝΔ  http://t.co/7EmWnCKt3S,OK
1430,Διαβαστε με προσοχη τι λεει το προγραμμα ΣΥΡΙΖΑ για τους λαθρομεταναστες και τα οσα λεει ο ιδιος ο Τσιπρας τωρα στο enikos.Εχει σημασια !!!,OK
1431,ΠΑΡΟΥΣΙΑΣΗ ΤΩΝ ΥΠΟΨΗΦΙΩΝ ΒΟΥΛΕΥΤΩΝ ΤΟΥ ΣΥΡΙΖΑ ΣΤΟΝ ΕΒΡΟ http://t.co/H24Eec4aw6,OK
1432,@zappasaspa Τσίπρας: Τι θα κάνει ο ΣΥΡΙΖΑ για τη ρύθμιση χρεών ... http://t.co/fcFQx6KGU8 @FREEDYBRUNA,OK
1433,Δείτε ολόκληρη τη συνέντευξη του προέδρου του ΣΥΡΙΖΑ Αλέξη Τσίπρα στον @NChatzinikolaou -&gt; http://t.co/ZoLTFhe4IW #stoneniko #enikos,OK
1434,"@mariosp51 όχι και ΟΛΟΙ, είμαστε και εμείς με το ΚΚΕ που θέλουμε και παραθέλουμε.",OK
1435,ΟΙ ΠΟΛΙΤΙΚΕΣ ΘΕΣΕΙΣ ΤΟΥ ΛΑ.Ο.Σ. http://t.co/NAx5hOaCgr #amth #1ki1news,OK
1436,Ανακοινώθηκε το Επικρατείας της ΝΔ http://t.co/EOXgyMw68C,OK
1437,Βενιζέλος: Άγαρμπος εκφοβισμός από τη ΝΔ - 'Ψήφος ανοχής' στη νέα κυβέρνηση | reporternewsgr http://t.co/bmZSz0zIsj,OK
1438,47 επαγγελματίες υγείας στα ψηφοδέλτια του ΣΥΡΙΖΑ http://t.co/TbVp7Wqo5H http://t.co/k12VXeUpbw,OK
1439,"Δευτέρα, 12 Ιανουαρίου 2015Αυτοδυναμία του ΣΥΡΙΖΑ η αντιμνημονιακή συγκυβέρνηση με τους ΑΝ ΕΛ;Άρθρο του... http://t.co/1rkafZa1yr",OK
1440,Το ψηφοδέλτιο Επικρατείας του ΚΙΔΗΣΟ http://t.co/LNb04oalbU,OK
1441,Επίσκεψη κλιμακίου του ΣΥΡΙΖΑ με επικεφαλής τον Μιχάλη Κριτσωτάκη στον Ελληνικό Οργανισμό ... http://t.co/6PGKr21fI4,OK
1442,Στη δημοσιότητα το ψηφοδέλτιο Επικρατείας της ΝΔ – Ονόματα και βιογραφικά - http://t.co/CqlGjnqpY6,OK
1443,Το ΧΩΝΙ - 100 λόγοι για να ψηφίσετε αντιμνημονιακά! 100 λόγοι για να ψηφίσετε ΑΝΕΛ σε α http://t.co/cBR4VCTFYA,OK
1444,Το ψηφοδέλτιο Επικρατείας του ΠΑΣΟΚ http://t.co/vBcrXE2MXs,OK
